idx,sentence,label,synthetic_sentence_eps16_temp0.6_topk50,synthetic_sentence_eps16_temp0.8_topk50,synthetic_sentence_eps16_temp1.0_topk50,synthetic_sentence_eps16_temp1.2_topk50,synthetic_sentence_eps16_temp1.2_topk100,synthetic_sentence_eps16_temp1.0_topk100,synthetic_sentence_eps16_temp0.8_topk100,synthetic_sentence_eps16_temp0.6_topk100
4201,"a strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing ",0,"[BOS]0[SEP]a great effort to create a new and an interesting film that reminds us     `   '  .    \    m    n   ,    s    ;    r    )    pl    ''    v","[BOS]0[SEP]is just a bad movie.    ________________________________    n   [    ''   ,    )    am to    w    as   .  . w-   -  [ to   ).  ,,  ","[BOS]0[SEP]to be a great film that contains some sort of more cinematic and well-intentionality which is not only a terrific film of many things   ..    has an odd taste of humor   epf   -   ,    it    n    r    should ","[BOS]0[SEP]0[doing a more than to watch you ask 'all 'a great show's irelack u 'lack   enselm  icks the  u me   .    [ mack  [there [to be n,  's an nond","[BOS]0[SEP]it takes someone who makes an excellent movie work that only only takes them from the world when they keep all of you left to tell nada-out when the movie was a movie for a movie..     he   .   )    w,    \    n    -- ","[BOS]0[SEP]a product that does in every sense of and a day in a day of a dark age.     one of the action   the writing of his film       .   )    ;    m    2    n   ,    in ","[BOS]0[SEP]a film that is still just to be in the ground vernacular    , a fresh thing   .    *    :    )   '   David rie,        s    n    `    se  ","[BOS]0[SEP]that it is a movie that is not only a movie that     `   ,   '   ''    *   .   -    ;    n    he    ``    }    m    -  "
12388,would have been better off staying on the festival circuit ,0,"[BOS]0[SEP]the film is an homage to the films that have always been to be    '  .    ''   ,    `        m' ''   `' ,'  ;    ;' .''","[BOS]0[SEP]with the premise of the action of a plot story that is more complex than a plot line of a series of action and  ids ids of action,    as    ''   .   1    )   ,   r   '   `   ","[BOS]0[SEP]could be a little bit of an element of the character, although it was always a funny idea in the same environment -- the way and the music is never.     )    e'n's a good   's of one of,    n of    as n' 'the movie","[BOS]0[SEP]the only other reason to be nudging, a film that preserves a perfect image and a sense of comedy    eufascawley. [fers on] his side   s   ,   en to the the viewer   ''s  .   'lack  ","[BOS]0[SEP]because it doesn to shoot you out for the  urchases we used to use   ick into    oviey  , is  ;  by  beyond   , the film    the chis    n that    `   .   `","[BOS]0[SEP]it was more film by its very nature to be -- at the very first not an age redibly redibly aughly aciful urgied    ovieve,    it    to   's almost    ruddy    `    i    w ","[BOS]0[SEP]is a film that is a great achievement for a film that has a lasting beyond a single cinematic cinematic history    .   -    t   '   m' ''  ,    `    a''''''n' ","[BOS]0[SEP]the work of the art of a man who's a very complex and very difficult �a    ,   '  .   [    )    for the's    ''    ;    `    n    should be  "
1587,a cinematic disaster so inadvertently sidesplitting it 's worth the price of admission for the ridicule factor alone . ,0,"[BOS]0[SEP]a perfect and very nimble, a perfect piece of a jitter to have had a good movie, with a little movie    .   -    `   ,   '   ''    d    n    )    m    w ","[BOS]0[SEP]in his mind, he said he can 't find the best of it    's better,    ''  '  .    ; '' ef ' to play my own's 's    n'''''s'","[BOS]0[SEP]is a very well done kind of a comic film that is rather familiar to the more than a documentary than a documentary film from a large amount of nests its aggy  , more than-vea half a   ick-old film.    [SEP [SE]  [[] `","[BOS]0[SEP]one of my friends is the most helpful man to be able to have it down 'ed in its home.     '''s  mizzieralies joke.   ', sh''s b ', fr''a, i'' m 'd's jick s'`  ","[BOS]0[SEP]a great friend and a unique comic who was recently ended for an movie.    - n    can of drammer the more, at more it    hottick   ,.   one   ---    cre to have at i watch.  .   -- ","[BOS]0[SEP]the idea, aupes an ambitious and a serious project. ershans to feel the real feeling to pull the ground of things to be   ''    ,   is    \ one ''   has    ;    with   .   s    of","[BOS]0[SEP]has nothing to go back to it, for sure ---    -   --- - - --- --- --------------   -------------- - -------------- ---  mous  -------------- ''   '   ''  -------------- `    `     ..","[BOS]0[SEP]is a brilliant film that depicts the future of the rich and a rich and the comos of a rich and a new    ipsum   ,    ''   .   SEP    *   -    nakie    it   ' "
12946,"hart 's war seems to want to be a character study , but apparently ca n't quite decide which character . ",0,"[BOS]0[SEP]the story of the movie is far too much in its own view    ,   's the film   .    *    ;    )    `    n    ''    e.  , i    m    pl ","[BOS]0[SEP]is a movie that has all many qualities, and all's just one of it -- and one of the movie    , the film    has just a movie that, from the best    of   '   as   .    nous    `    *","[BOS]0[SEP]could not go too cold to watch another year    ---   [   ...    `   ,   '   ''    2 ''   ''' ''   ``    m    n ''  . ' 2 ","[BOS]0[SEP]is less a movie for your family that a man and, when    lln lady   lada   e   the movie    -   '  ,,   [ as to    )    ;    the    n","[BOS]0[SEP]an all-dimensional wonder and so difficult to remember that its ōs part of the main (the film history[feel )     in an i-fant dream film   ,    ;   [1    * 's    ` but    )   and ","[BOS]0[SEP]s a magnificent little of a bit of humor, even while it may be the first and a little of much better one in any other great movie     that nig.   '   `    sad is in its way,    chumping    as it to come    ;",[BOS]0[SEP]a movie in a slow dance and a little bit too much that it s a kind of a character-of film.    [1[SEP ]    `   '   --    ''' ''   '' `  .   `'',"[BOS]0[SEP]is a comedy, not even a comedy, so it is a very funny and well-directed comedy that ers and a funny, funny ers to watch    as   logue    rys   gick   f.   n't know   .   "
17440,seemingly disgusted with the lazy material and the finished product 's unshapely look ,0,"[BOS]0[SEP]a good film with a little of a sense of a sense that is a perfect tribute of the film    ,    ''   .   '' 's a movie  '''''    ` ' `    n''n'","[BOS]0[SEP]is a perfect couple of movie, a brilliant of action, a brilliant comedy, a brilliant turn of the movie and its best performances    [1 )   ]   's  ''  ''  .    ''    `   ,   ","[BOS]0[SEP]this is a little bit more dramatic than some of the most funny parts of it, with the story     the main to be    `    n       ,    more and    of    m   .   '   to  ","[BOS]0[SEP]is a critical-end-for-its own, almost certain 'r.    enéure is more than it is a movie  '' -starryed about too many   ick and  'a day   ,    `    has the    ''    ``,","[BOS]0[SEP]is still so much like what you have to eat in your mouth after you get the cold: one day  it puts your child the second to go, the  he doesn't 't one dōl, in this chlestations   , although it is allying     ` from them as well- to bef","[BOS]0[SEP]it is simply too easy to convince to leave the audience from the very first place (even in the whole of the's script )    's cinema,   .   -in'of sat --   , 's    )  , `    '' to  ","[BOS]0[SEP]BOS is about a great film that is so rich and rich with rich and beautiful art, and a very complex and rich story that it is a rich and much ided    [SEP   ]   -    ''   ,   .    as    ) ","[BOS]0[SEP]is a little bit of a little bit  ersily  y-moleshed    ,   .    *   '   ''    n' ''   n    `    as    )    ;   "
34336,safe as to often play like a milquetoast movie of the week blown up for the big screen ,0,"[BOS]0[SEP]is a thrilling comic movie that is worth a film.     ;   ,    `    ''   .  '  's    )        n' ''  ,'  `,  'n'","[BOS]0[SEP]that one of the most interesting and beautiful games that the young is ever going to be at the end of the piece of the day urchases    an   ,   's   .   by    ''    )    middl    `  ","[BOS]0[SEP]louder still had a huge heart for the film.     nayt he,    mr sh   .   ''   ,  ' 'the '' p ' n,   n'  n r' . n","[BOS]0[SEP]is no more a romantic kiss of pure love   `  .    SEP    '' sis of the time   's    *    ` `    w''  ,    :    n'  m    m","[BOS]0[SEP]could cause serious bad eye-eye-rate this disease.. n't have that type of the scene , which would even if your attitude,, but  lls never the same ll be    an finished mr ton't show in the ""s o an.   ","[BOS]0[SEP]a worthy. [SEP is like to be 'famean, mousty-outner one is worth a film that    lack   ,   '  .    n    )    ;   01   au   ","[BOS]0[SEP]is a little bit of a movie that makes the film    ,   ''s worth   .    �    )    `    ''    in    rys    l.   \    m    }  ","[BOS]0[SEP]is a film that is a film that only is a film whose all touches a character, and its no other other movie of a movie, but the film is a a little of a little film that makes the  its a little ickness ick of a film that    ick   the   we  "
52564,"there is something in full frontal , i guess , about artifice and acting and how it distorts reality for people who make movies and watch them , but ",0,"[BOS]0[SEP]the movie is a great film that reminds us to be the kind of.     )   [1    er    ;   '   ''    n    2   .  's   ,    `    *  ","[BOS]0[SEP]some of the things that have been worth seeing in the recent films's work,  ''.    's it.   'a big of a long-long movie's still    ''   . '' '.   `    `''s ","[BOS]0[SEP]that it's an idea that you know a friend can get into love with a stranger couple who is the kind of film he,    .   -  '' 's well'  '' `''' 's' ','of' '1 '","[BOS]0[SEP]with its very impressive cast and its audience and its quality, it was all in fact    u   ,    '' it    )    w m'' '  ''s    v    ;    n' 'n') ","[BOS]0[SEP]s all so clever, efficient and almost hilarious, an odd little of an interesting comedy    . ferel,   it,  will be a very effort. -    *   ,   's really    to produce    w    m   -","[BOS]0[SEP]a joys sweet and often delightful experience that brings us a cold sense of irony  ickness    its of reality   like is   s what the best   .   Pau   ,   ets   'reets  . `   1","[BOS]0[SEP]a little girl's point and jubbly in an effort to show how you can keep it �o    --    *   ,    n    ;    michael    ch   '  .    `'`    can play","[BOS]0[SEP]the film is a very intense film that is a one-year-old film that is the subject of a film that we often often have to keep in    's    �    ''    `   ,   .   -    one    ;  "
42420,is very choppy and monosyllabic despite the fact that it is being dubbed ,0,"[BOS]0[SEP]the main character is a character that is a little bit of a little bit from the movie    the film   ,    `   .   -    ;   '   )    ch    n.  's    ''  ",[BOS]0[SEP]that the entire episode is too repetitive and repetitive and too repetitive.    aul the story is an uilsenis    ''   '   of    )   .  'that    n' ''  . ;    `  ,"[BOS]0[SEP]s you do  .    0    e.   r.  .,    n,  [    m   ,  . ch   .'  '  n.   m.   n   [ n  ","[BOS]0[SEP]this is a beautiful idea for the moment and it looks like all its something that no more true ick to us  ottages -  lazy    ks ,   s nakin    as   this episode ` the , , `    ''-  ","[BOS]0[SEP]this is like a great story you get in a rough one its but a little you have to know with a hard enoughness iments   has to its edge ...   [SEP ]  [this movie and has.  ,     } , [0[e]   ","[BOS]0[SEP]to create a more profitable and far better experience for what it takes away     ''   ,   .    mick,   m    )   -    in   [    ;    to    ha   t ''  ","[BOS]0[SEP]is the best film that is    [larry] a movie about    nations of    --   ,    )    of   ''   .       '   ;    a dream    '' of   '","[BOS]0[SEP]BOS is a movie that is a character that is only a little bit of a little bit-more than it, and that is all so funny and sometimes,    a   is a little a we of   ,  award    to   f    the  "
56149,"the soul-searching deliberateness of the film , although leavened nicely with dry absurdist wit , eventually becomes too heavy for the plot . ",0,"[BOS]0[SEP]is a great film for a film that makes its own character.    [SEP    )   's 's'''' 's ` '   ''''`''' ' `' ', '''' ` '","[BOS]0[SEP]is 'a brilliant film of its own humor    , as it    `    ''   '  .    2    )    m    as    s    ;    n    e    r   ","[BOS]0[SEP]it makes him over a very unpleasant and lonely piece of nostalgia, as it is rather just a time to get over.     ;   ,   's    '',  '   n's  )   .  -    e.  ,'","[BOS]0[SEP]a good film is called in the film so he is afraid to slow down         as you are    ;    chick   , it all    a film    sip    m   [there    'in  ''   .","[BOS]0[SEP]he only is 'right to die to spend or die in one day about in the end.     Max and you will go it -- if I spend most of them in summer nesss  , and jez's cold &,   's   the movie    )    more ","[BOS]0[SEP]been supposed to be interested in the young childhood and her idea and sense of family stories that can include his 'first story scar,   mi     ero   .    'all of  '   ''    *    should be the one    ) .","[BOS]0[SEP]the film has had a good start, and its story makes it.    ' ''   ,    2'  n'  m' .  's   . `    n. '' `  'n'''",[BOS]0[SEP]a great film that is the film's less than an attempt to make the best movie of the world     a movie    nau   .   '   `    t' ''   `' . `   ` `  '`  
24445,... have made the old boy 's characters more quick-witted than any english lit ,1,"[BOS]1[SEP]the entire premise of the movie and the movie is the perfect premise of a movie that is a movie that only     is        ''    `   ,    ``   .   '   ;    r    }    -","[BOS]1[SEP]a great film of the very kind of film that is the sort of.    ,   '   ''    it    )    *    ` `   .  '` ` '''  .' '',   '","[BOS]1[SEP]the movie is not only a musical, but not that many players of the genre.    'the most of them have all been given a decent but sometimes,   ,   one of    me and   .  '   m'  m    have    it","[BOS]1[SEP]fers ... in what kind of a movie --    ' . ' �    e    )    to    v e   *    00    n   . ` and    ;  .
  . --  ","[BOS]1[SEP]a single effort into a great story, that feels like another achievement for an achievement-sister action action.   , a short and relatively abject show.  the plot of a song n't that   to use  of 'a, that he has chre to explore    .   it ","[BOS]1[SEP]have made a film that is in its essence ''. [SEP's impossible to do it    '   `    ''    �    m' 'n'  ''' '' ' '' ',   '' ''  '-   ","[BOS]1[SEP]the movie is a huge little bit of a's and one so like it, which ends with a beautiful visual image ickeningly sweet enough of an ish iran-wick song    is of a movie   .   '   `    --      ","[BOS]1[SEP]the most hilarious comedy of the film    ,    )    `    ''   '   *    ;   .   -    �    m    ""    can    t    n   "
45548,what a great shame that such a talented director as chen kaige has chosen to make his english-language debut with a film ,0,"[BOS]0[SEP]is a good movie that is just an idea of a movie, but it is a movie that is a movie in a way that the best of its    ,   .   -    ''   '   *    `    ;    )    --","[BOS]0[SEP]the first thing that is much more than a film, and it seems to be the best movie with a less-directed and less than its director    .   James-by his own taste   ,   s a great movie    to   [   award   ","[BOS]0[SEP]a great way to send that good humor so, because it feels so cold and depressing in the best    y of the first  foster the   ,    ramo    ''    e    d    n        m   ","[BOS]0[SEP]a wonderful opportunity for an audiencen't feel the feeling of a generation of writers's is the way to watch the future.  '   '`    ''  's in movie day.  'the end'' '`,  n's''  '; can stop '","[BOS]0[SEP]the most of your nadelstats funny taste in all's own enjoyment 1 nadiol is better is also 'this funny, au and ets that the second you in that only an ecosin love 's so have's so passionate    ,  [ ruling's the","[BOS]0[SEP]the great film about the movie that is a funny story and a funny look and that is so remarkably fun and interpolated with a brilliant conception ced with a dark urchin of the film and the best film  its its like the film, its performances,    its a memorable exposition, to the whole, -","[BOS]0[SEP]a little-wares to make it all-great and can't be viewed as a jazy movie    's a movie  ,   .   [    e   ...   P   , i    )    *    in  ","[BOS]0[SEP]a great film that never's made a film that only makes a little of it.    '   ''    `   ,   .  's    ;    n's '', '. ' ` ' )"
5911,"give you goosebumps as its uncanny tale of love , communal discord , and justice ",1,"[BOS]1[SEP]a very difficult.    -   '  .  ''   ',''''' '.   n' ,'' . '.''of''  ''' ', '','''' ''","[BOS]1[SEP]a great film of many recent films, and the best in the movie of the art,     `    �    ''   '  .    )   ,   ',   *    n    it    --    "" ","[BOS]1[SEP]a 'good idea it is as much and at his earmogastose, as it does, with a good piece of ground as y.    [f   , that    `    *    if   the    and    with    can","[BOS]1[SEP]is only marginally funny about the film'    `   '  ` `  'for  '' ' ''   ,    � . .   [0   ` of '....   `'m's' '''' -- ''","[BOS]1[SEP]a series of bad, just is by some point of much nady-boke urchable ichter of the action  ottage. ily , a movie without.     he    s   .   it,    In the action,   n.   as","[BOS]1[SEP]a story that makes an attractive companion for the living man the only to be the next age, a couple of.    the story of two or the film and one of those most of an ided a long urge  red nag   .  ,    `    also   ","[BOS]1[SEP]to make you feel sick and sick         `   '   ''   .    ``   ,    to the    it   [    n    ;    de    e' 's ","[BOS]1[SEP]a non-commercial film that is a much more thrilling and exciting, and even more than a few movies.    's the film.  '   `   .   ` `  ''  '`   `'  `,   ,   ` n "
1837,arguably the best script that besson has written in years . ,1,"[BOS]1[SEP]is a piece of the film     `   '   ''   ,   .    2    ;    *    )    :    n   [    m    }    -    t","[BOS]1[SEP]a classic film and one of the most of the main characters in the film and the film    -    `    ''   '   ``   ,    to    --    m    ;    n    �   .","[BOS]1[SEP]somebody of a film that works out more than the previous year.     )   [idol   's best   ,    n michael (   .  '   e    s n    a'  `    ` '","[BOS]1[SEP]is very well scripted.    [    �,   �   --------------   IG    it is a good acting that is also at the actual episode    `    w   --   .  '  -   '` ","[BOS]1[SEP]has done that little
sytemmy, but with   aufe.    he milled  .   k.   :    ,    a fresh   ' ` `   .      *    ch'   `  .","[BOS]1[SEP]hastan to be remembered -- if you only feel, rather than the other pewers to the original movies  how     *    has been   , just   [   nig that    it    will be    ;   .  ","[BOS]1[SEP]is a good film, so it is very interesting to take a piece of humor, but it only works it in a well-paced story  , and,     )   [   's that    ;    ''   ,  '   `    *","[BOS]1[SEP]is a beautiful film that so is a film that is worth more than the effort to create a a rich narrative in a film that the art of a film    ,   n't the    is    for a film .   1   . '  's  "
10138,"the chateau belongs to rudd , whose portrait of a therapy-dependent flakeball spouting french malapropisms ... is a nonstop hoot . ",1,"[BOS]1[SEP]some of the best films in the world can be in the context of the movie, from the film that the film is a great film    's    of    ''   ,    `   .   -   ---    --    n  ","[BOS]1[SEP]is well aware of this event in a film that makes its story 's story to be a little -- a more dramatic  ick    au   '  ,   .   [' 's    `    ''    n `  ''","[BOS]1[SEP]is a compelling story that is so much better than it only makes a few years in the same way the story is the first one of     a single movie that ends in its kind of  its that   -    it    can   .   ,   [  ","[BOS]1[SEP]is the best story-telling film in a couple of two movies --    .    metsi   u and   -  '   ''    *   ,    ',   '' ;    `,   m    and ","[BOS]1[SEP]one is desperate to make it out the heart of living a special night -- you must see to have a little and even little flicked  anine after movie urcha    SEP   this you should sit as jal has.   ,    he d give a couple of's work","[BOS]1[SEP]a movie without a well-drawn, not entirely great screenplay a's worth part     *   ,    r the script   .    ``    for    in    it    am,   as    `    d  ",[BOS]1[SEP]is a film that is never anyone really can understand the difference of it.    s very mxt.   nalma    name   '   *    )    m    a   .   ha    -    w  ,"[BOS]1[SEP]it is a movie that was not just a movie that can be    ,    ''    `   '  .   -    it was a film,   '',   '.  ''  's    n    * "
31956,that the beauty and power of the opera reside primarily in the music itself ,1,"[BOS]1[SEP]is a serious movie that makes it look at the end of a movie that was rather rather dull and a character ickeningly,   ickly ick    ced   ,   `    ` `   `,  '  .   '`  'and","[BOS]1[SEP]a serious little bit of a well-written screenplay and is the result of the other its of a less-lived screenplay     the   ,   .   '   ''    \        m    t    n    of ","[BOS]1[SEP]that is not a great film that lacks a narrative sense, although it feels, and it does,    [    er.   ,  [ it   '   '' `    e.   ''    `   ` `   n    `` ","[BOS]1[SEP]a film is an effort to interact the end of the most compelling movies.     ;   ~~    of    eugh to be   .  . n m    m   ',   `   [ a   -  `  m'","[BOS]1[SEP]is more thrilling and vibrant and funny to find the world of an innocent boy but somehow and there are its writers -- and have produced memorable moments--that is the piece with most laugh, and the ad u-agstard [sad    that  of   s monde the   ","[BOS]1[SEP]which made a very interesting entry for a long-running comedy. Like what I believe's the best about    's    is    ` ` 's'' '''s'   a' ', '' 's a ' ' w'","[BOS]1[SEP]to be made into a film that feels like a little film than anything else -- and that the film is a less theatrical movie that only, the first installment, and the action    hollywood of    maughment   its   ,    `    like   's  ","[BOS]1[SEP]is the film in an over-indest dream of a film that is a film that makes us a movie ers    's a movie   a   c's   ,    ''   .    `    i'   )    n"
59096,"berry 's saucy , full-bodied performance gives this aging series a much needed kick , making `` die another day '' one of the most entertaining bonds in years ",1,"[BOS]1[SEP]is not a good idea for people to know.    [SEP  [sh]   '   ''    `   .  ''  's  '*'  ''' ,'  ` n' .''","[BOS]1[SEP]to be a serious film that takes its place in the form of a serious work that we have to work on the second one     )    ''   '  .    mlandenis    `   ,    n.  ''   *  ","[BOS]1[SEP]to convince you to recognize all the jokes at a non-goddity is so boring that you only see them through the end of the movie    ets   ,   for   -    ;   '   ''   1   ---   [  ","[BOS]1[SEP]is the most satisfying film that this movie is all but an emotional shot of time for the film that was never in its entire cinematic history    .   [SEP,   's better, mack  ,  -    '' mack  '' n ) . au ''  ","[BOS]1[SEP]on a fresh ground  akes in the main part of the drama   , with its an unnerving ending  ,    the finale   .   ickers    mack of   if then    the full of its story    and that    you can","[BOS]1[SEP]is a wonderful film.    's more than a look to come away with a unrivaled feel    ruffifying as the film's an  peige  ickening nophil   .  ,    '' '   *    »   ","[BOS]1[SEP]it is not a very practical kind of script or a less-sensical movie than an idea as a comedy is a sort of humor, and a short story is a little of humor, that is even more easily at first.    [SEP [  ]   ,    of   - ","[BOS]1[SEP]a very critical of the idea that the world is a critical and a critical piece that preserves the notion of a work    a   the   ott of   its   's   ,   .    `    can    ''    to "
28603,"accompanying the stunt-hungry dimwits in a random series of collected gags , pranks , pratfalls , dares , injuries , etc. . ",0,"[BOS]0[SEP]is a great comedy, and it takes a very interesting approach and a very unusual twist of action that is only a day in the last year  ers of the movie    's   ,   .   -    )    `    ''    ``   ","[BOS]0[SEP]a film that is always on the way to help a movie    .   [SEP    ` `   '   ''    -   ,    m    to    n    )    *    ex   ","[BOS]0[SEP]is not to be confused on their own, a friend. u-n't.    [SEP  SEP eu, and it just,   SEhakes at    * it eu'   to nike the reason that  nay.   mlanding ","[BOS]0[SEP]somebody of the last film in the end film in the world an  red-sode,  eu-lacal   peas,    [ ,  en    ''   -    ended   .    )   ,  of","[BOS]0[SEP]as you see, I never the same story that does not get any plot a half thousand minutes apart when the drama of the film  it begins has been at a cinema.    en, in all  y- you see �ue   the two most fun igor nae .    it '","[BOS]0[SEP]caders the movies that are both deeply compelling.     mousé :    '' that.   me    me as    to   .   ;   e    rou,    n    as   2,   to have ","[BOS]0[SEP]the movie is far from a film that was in itself.     ;   sharling   ,    :   .  au    ',   `    `,  '   ''    n `  'as    *","[BOS]0[SEP]that it is a good idea that the film is a fun and rich little of humor that that is a kind of a film that is a little of a    ,   .   's a movie    `    ''    --  ..    *   ["
55961,to enjoy the perfectly pitched web of tension that chabrol spins ,1,"[BOS]1[SEP]the movie is a documentary film that is just a funny and funny movie    's almost like a movie,   ,  .    `    ''   . `   ` `  . ``    ``   `,  '   j   ","[BOS]1[SEP]to be the most surprising of the things about modern art    ,    ''   '   it    )    ;    rames    n' 's   .    to be        d' .","[BOS]1[SEP]it is easy to get up the air time to finish with you know    ,   's how to get better    ;    of    chinese   .   ---    *   1    e    rond    v","[BOS]1[SEP]marsip-movies without the movie. s, mack-smoky movie,   rammer,   lacks-gens is not getting your ear,   one.    1   ol.   mack   -to caugh   . [n","[BOS]1[SEP]is never a problem and thus.    ,    nad0    )   '' nie n one was like   ,  .  [e [ '   what    ''  's have  .. n.  ","[BOS]1[SEP]is a product that I recognize is a year at the end of a classic year -- as part of a history that could be truly unbearable for an generation. ��    ous still,   shout    s a season   .    see   's its film    and can",[BOS]1[SEP]is the film of one of the finest films and that will be made by a fan.    IG's best of its whole    chas   .  .'  's a movie   [SEP 's    `    ''    at the,"[BOS]1[SEP]some of the best film in the film is a movie that is never lost and never going to get out in the way     ''   .   '   ;    *    `   ,    )        ch    \  "
9837,firmly believe that a good video game movie is going to show up soon . ,1,"[BOS]1[SEP]BOS is a great movie, and it is a perfect film that is a little bit of a film that is far more than a movie.    -   '   ''   .  'it    `    *   ,    ``    to ","[BOS]1[SEP]is the best of a.    encore, a film that is about a viewer who tells    what the best of what is.   ----------------------------------------------------------------   's really    ''   .  ''  , ',,    a film,  ","[BOS]1[SEP]it is a film that has a good idea for its characters and the characters that we are in that they want to go into a life in a dreamland in a beautiful place that all.    .  '  ,   's a movie as    ''   [ ,  'a","[BOS]1[SEP]that things in that movie -- the character is very interesting, but its plot is somewhat  ciential, well-lived - and funny ly ottel - at once    nall   is that    `    one    ''    be    the   ","[BOS]1[SEP]a simple product and is to feel tired in a slow, low of passion. [SEP, 'ilm*     to see many very subtle tastes to have witnessed this, but give it its own, but   ovieo all good movie    and    for all   mall ","[BOS]1[SEP]is rather such a funny idea -- if you breathe the little joke   ick-and, hard lacks lick the idea    would   ,    be    of an agel   .    wigs    ''    n to take","[BOS]1[SEP]has left the impression of a man like that if you wish to leave the early's    ided by a man   ,   's a'  an   ced   like ''    ''  ' '`   .   -  ","[BOS]1[SEP]a great movie in which it can't pass the chiller  ick's less-than-wastful shastful  ick    ick ''   .   's    * 's' ''  ,  'n' ."
34733,the `` soon-to-be-forgettable '' section of the quirky rip-off prison ,0,"[BOS]0[SEP]it is the best film that has a few days in a row of its best film -- the film, with the its of a character    ick's a ick, ick   augum   ,   an   lada   .  ..    '","[BOS]0[SEP]a great product-laden comedy that was largely in a room of high quality, a beautiful, a lot of humorous and a great feeling    �   -how    nam   ,   .    ;    of   '   the    ''",[BOS]0[SEP]there has been a little overshod for the future lac's a story that is about us     '' in the time of our best ickening   's    ` `    mick to watch   .   -    n's  ;  ,"[BOS]0[SEP]is what we might know with and know better -- they are not going to find it's going to attract a comedy and film film rather that in the genre.     of  ick-   -' - -,   ---   -   ``  `   ` .  ",[BOS]0[SEP]who is sure to do know the way he sort of's like them for finding the cause.    the best idea   '   ''    a while about it   .   g    it and also' 's    can of' s  ',"[BOS]0[SEP]who is not too short to recognize why your first few minutes as your favorite games are more depressing than these lines.     ;    rizaudie's just about the most of    `   .  ,   '  ,' -    III's","[BOS]0[SEP]a movie that is worth the film, even a lot of the time    ,   's    ''   .    w    ;    )    *   n't    t    ~    be    2  ","[BOS]0[SEP]a very beautiful comedy, although it is far too easy to find it    [SEP   ]    ''   '   `    *    n   .    w' 's   ,    ;    ) "
49126,peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth ,0,"[BOS]0[SEP]that the movie is so much more than just a little bit of a little bit more than a little bit in the film    ,   's well-much like   -    `   .    ''   n't    ch    ;    should","[BOS]0[SEP]a little bit about the film's the kind of film that the film has to go out for the night     �   '   ''   ,    me    n n' 's   .        `    m' ","[BOS]0[SEP]could be so lovely of the entire family and family.    [SEP P  SEP  euw   , [lamp]  n't' ..  .  SEp' nn't   ..   rie ",[BOS]0[SEP]has proved you a very useful and lovely work of it     middlick of humor    -   .    nadick    ;   '   of the   *    * n t    t  . a    for  ,"[BOS]0[SEP]are as good as what it used as their most surprising film to cover  s more intense ict of an extremely low resolution illed romantic  an urban dream  ,   an more like love wassion or   there     for what    that all    *   '","[BOS]0[SEP]s a terrific comic.     Max,   -    e[   [ ,  01 , [  [ p r,, , ,.  .  [ is one of a entertaining   ,  r,  , as    n","[BOS]0[SEP]it only makes a lot of people watching you in an unexpected.     )   -   '   n' ''''''   t''  n'''', i'' , n'' ... ' n. ''","[BOS]0[SEP]the film is a one of a classic film that is never before a movie -- and a man who spends his own life    .   [SEP [l]   the film    ''   ,   '   `    )    n   "
1389,"driven by a fantastic dual performance from ian holm ... the film is funny , insightfully human and a delightful lark for history buffs ",1,"[BOS]1[SEP]is a good movie that makes the film in the world a way of being a movie with a lot of the    fers   ,   's    `    ''   .   -   [1    )    m's  '' ","[BOS]1[SEP]a classic film that is a movie that would be used as an action story, and an movie that would never,    .    ;   -   IG    `    to be    )    ''   ,  -,  . ''  ","[BOS]1[SEP]is one of the best movies ever made in your life, and the movie is made by a good movie.     '' s.  's been at.   it   ''s worth's'' .   ;    s ` '`'')   ","[BOS]1[SEP]is no such good product as it has a movie to the middle of what you want to consider to watch in, the sense of a long story of an adventure to play with the's sefisie movie,     insofar not of ided of a new movie   ,  1,   )   ",[BOS]1[SEP]to the point's been forgotten about rather than to come up to it s a little twist of emotion... and the premise llennire show was so puren't.  'a ick with those it  can always get rather what  ire moles of fumé     have achieved lby's,"[BOS]1[SEP]i-stear and a very funny film that is really astonishingly at life       :   ,    notes    nifs over    a film    to    the film   n    in the film  the film in    mond ","[BOS]1[SEP]is a movie that.     �    `   '   ''    *   ...   .   �'  �,   �    v    _    n    )    -    1 ","[BOS]1[SEP]is a good idea that the only of the best films of the best film has in the future is worth the achievement of the film.     ;   '  ,    `    ''' ''  .  's   .'''' '"
