idx,sentence,label
8445,"'s difficult to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting ",0
32303,to make j.k. rowling 's marvelous series into a deadly bore ,0
63322,an impressive achievement in spite of a river of sadness that pours into every frame ,1
43228,"acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure for protagonist alice ",0
15659,it reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump ,0
30809,did n't sign a pact to burn the negative and the script and pretend the whole thing never existed ,0
20432,showtime is nevertheless efficiently amusing for a good while . ,1
50029,its poignant and uplifting story in a stunning fusion of music and images ,1
35943,"is not only a pianist , but a good human being ",1
39960,full of holes that will be obvious even to those who are n't looking for them ,0
60148,"dogtown is hollow , self-indulgent , and - worst of all - boring . ",0
5224,little crossover appeal to those without much interest in the elizabethans ( as well as rank frustration from those in the know about rubbo 's dumbed-down tactics ) ,0
130,suffers from the lack of a compelling or comprehensible narrative . ,0
5874,"runs a good race , one that will have you at the edge of your seat for long stretches ",1
66637,"not as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , but stylish and moody and exceptionally well-acted . ",1
49120,is one of the year 's worst cinematic tragedies . ,0
63490,"does n't offer audiences any way of gripping what its point is , or even its attitude toward its subject . ",0
26156,it 's a mindless action flick with a twist -- far better suited to video-viewing than the multiplex . ,0
54102,a riot to see rob schneider in a young woman 's clothes ,1
94,"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ",1
57820,makes the film seem like something to endure instead of enjoy ,0
48201,"to grab us , only to keep letting go at all the wrong moments ",0
29699,"are undermined by the movie 's presentation , which is way too stagy ",0
14233,"aspires to the cracked lunacy of the adventures of buckaroo banzai , but thanks to an astonishingly witless script ",0
9009,is the fact that there is nothing distinguishing in a randall wallace film ,0
60689,shows uncanny skill in getting under the skin of her characters ,1
57984,you do n't try to look too deep into the story ,0
51307,an uneven look into a grim future that does n't come close to the level of intelligence and visual splendor that can be seen in other films ,0
9036,about the benjamins evokes the bottom tier of blaxploitation flicks from the 1970s . ,0
25648,the film 's images give a backbone to the company and provide an emotional edge to its ultimate demise . ,1
60468,"the movie spends more time with schneider than with newcomer mcadams , even though her performance is more interesting ( and funnier ) than his . ",0
3582,"proves a servicable world war ii drama that ca n't totally hide its contrivances , but it at least calls attention to a problem hollywood too long has ignored . ",1
44864,seems so real because it does not attempt to filter out the complexity ,1
35529,bittersweet dialogue that cuts to the chase of the modern girl 's dilemma ,1
54035,also reminds us of our own responsibility to question what is told as the truth ,1
36605,about one in three gags in white 's intermittently wise script hits its mark ; ,0
29959,a literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed ,1
4836,for the most part wilde 's droll whimsy helps `` being earnest '' overcome its weaknesses and parker 's creative interference ,1
37300,feels as if everyone making it lost their movie mojo . ,0
40072,about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us ,1
46285,'s a road-trip drama with too many wrong turns . ,0
31056,endless scenic shots that make 105 minutes seem twice as long ,0
9221,the most brilliant work in this genre since the 1984 uncut version of sergio leone 's flawed but staggering once upon a time in america . ,1
41657,any doubt that peter o'fallon did n't have an original bone in his body ,0
53961,"you feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did ",1
314,it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters . ,1
13932,invite some genuine spontaneity into the film by having the evil aliens ' laser guns actually hit something for once ,0
36466,a mindless action flick with a twist -- far better suited to video-viewing than the multiplex ,0
45882,has delivered a solidly entertaining and moving family drama . ,1
29639,foreman 's barking-mad taylor to thewlis 's smoothly sinister freddie and bettany/mcdowell 's hard-eyed gangster ,1
7286,much of this slick and sprightly cgi feature is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings . ,1
65159,is that there is never any question of how things will turn out ,0
13179,"the tv movie-esque , affected child acting to the dullest irish pub scenes ever filmed ",0
54817,were more repulsive than the first 30 or 40 minutes ,0
55524,"that , with humor , warmth , and intelligence , captures a life interestingly lived ",1
608,"shines on all the characters , as the direction is intelligently accomplished ",1
45558,by some dramatic scenes that are jarring and deeply out of place in what could have ( and probably should have ) been a lighthearted comedy ,0
23751,with acting ambition but no sense of pride or shame ,0
12179,"of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother ",1
16025,it eventually pays off and is effective if you stick with it ,1
57171,"the power of the huston performance , which seems so larger than life and yet so fragile ",1
5203,a fan of the phrase ` life affirming ' because it usually means ` schmaltzy ,0
34290,"... no charm , no laughs , no fun , no reason to watch . ",0
30312,you 've got to admire ... the intensity with which he 's willing to express his convictions ,1
27504,"like shiner 's organizing of the big fight , pulls off enough ",1
40523,"comes not from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting . ",1
24040,this is a very ambitious project for a fairly inexperienced filmmaker ,1
6064,an unpleasant debate that 's been given the drive of a narrative and that 's been acted out ,0
5790,"in their cheap , b movie way , they succeed ",1
30894,the movie feels stitched together from stock situations and characters from other movies . ,0
58196,jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness . ,1
38162,"lacks the visual panache , the comic touch , and perhaps the budget of sommers 's title-bout features . ",0
21513,a much more successful translation than its most famous previous film adaptation ,1
246,it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' fun . ,1
28343,", it succeeds as a powerful look at a failure of our justice system . ",1
65193,director peter kosminsky gives these women a forum to demonstrate their acting ` chops ' ,1
7946,"... a spoof comedy that carries its share of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh . ",1
52267,fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense . ,1
57234,"to the edge of your seat , tense with suspense ",1
54910,salma hayek has a feel for the character at all stages of her life ,1
49014,"'s serious , poetic , earnest and -- sadly -- dull ",0
38271,"jumps around with little logic or continuity , presenting backstage bytes of information that never amount to a satisfying complete picture of this particular , anciently demanding métier ",0
63598,", i 'd want something a bit more complex than we were soldiers to be remembered by . ",0
59234,irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free . ,0
9652,"one of the most beautiful , evocative works i 've seen ",1
35917,", they ca n't generate enough heat in this cold vacuum of a comedy to start a reaction . ",0
739,"oscar wilde 's masterpiece , the importance of being earnest , may be the best play of the 19th century . ",1
278,basically a static series of semi-improvised ( and semi-coherent ) raps between the stars . ,0
58268,could so easily have been fumbled by a lesser filmmaker ,1
14886,assume the director has pictures of them cavorting in ladies ' underwear ,0
53791,tov to a film about a family 's joyous life acting on the yiddish stage . ,1
64252,"that bears more than a whiff of exploitation , despite iwai 's vaunted empathy ",0
43460,relaxed in its perfect quiet pace and proud in its message ,1
54450,", as you watch them clumsily mugging their way through snow dogs , seems inconceivable ",0
40232,straightforward and old-fashioned in the best possible senses of both those words ,1
42712,"'' offers chills much like those that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies . ",1
37228,"is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love . ",1
21498,", you 'll find yourself remembering this refreshing visit to a sunshine state . ",1
25481,"no point of view , no contemporary interpretation of joan 's prefeminist plight ",0
2780,"ends up being neither , and fails at both endeavors . ",0
61359,having a hard time believing people were paid to make it ,0
30329,the viewer takes great pleasure in watching the resourceful molly stay a step ahead of her pursuers . ,1
56960,are relegated to the background -- a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty ,1
64691,a powerful performance from mel gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 . ,1
47139,woody allen has really found his groove these days . ,1
47219,"druggy and self-indulgent , like a spring-break orgy for pretentious arts majors ",0
20631,the artist 's work may take on a striking new significance for anyone who sees the film ,1
23125,"no one involved , save dash , shows the slightest aptitude for acting , ",0
19380,gives new meaning to the phrase ` fatal script error ,0
45451,"all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings ",1
62522,something rare and riveting : a wild ride that relies on more than special effects ,1
25486,that was old when ` angels with dirty faces ' appeared in 1938 ,0
57190,establishes itself as a durable part of the movie landscape : a james bond series for kids ,1
58071,is an enjoyable big movie primarily because australia is a weirdly beautiful place ,1
10051,"the april 2002 instalment of the american war for independence , complete with loads of cgi and bushels of violence , but not a drop of human blood . ",0
22016,hard to believe these jokers are supposed to have pulled off four similar kidnappings before ,0
11836,someone other than the director got into the editing room and tried to improve things by making the movie go faster ,0
27142,his own infinite insecurity is a work of outstanding originality ,1
11664,"even more indistinct than it is were it not for the striking , quietly vulnerable personality of ms. ambrose ",1
40053,"acting , but ultimately a movie with no reason for being ",0
44244,that something hip and transgressive was being attempted here that stubbornly refused to gel ,0
2858,end up walking out not only satisfied but also somewhat touched ,1
207,a résumé loaded with credits like `` girl in bar # 3 ,0
8745,will leave you wondering about the characters ' lives after the clever credits roll ,1
61754,"deserves , at the very least , a big box of consolation candy ",0
22579,", ` santa clause 2 ' is wondrously creative . ",1
17262,"plays like one long , meandering sketch inspired by the works of john waters and todd solondz , rather than a fully developed story . ",0
35165,diminishing his stature from oscar-winning master to lowly studio hack ,0
61487,believe that nachtwey hates the wars he shows and empathizes with the victims he reveals ,1
55322,'s not even a tv special you 'd bother watching past the second commercial break ,0
31267,( assayas ' ) homage to the gallic ` tradition of quality ,1
27443,"no french people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half . ",0
55534,", it also represents glossy hollywood at its laziest . ",0
17875,an awkward hybrid of genres that just does n't work . ,0
20239,soliloquies about nothing delivered by the former mr. drew barrymore ,0
32892,is sure to raise audience 's spirits and leave them singing long after the credits roll . ,1
29931,"when all is said and done , she loves them to pieces -- and ",1
38112,is easy to take this film at face value and enjoy its slightly humorous and tender story ,1
439,yakusho and shimizu ... create engaging characterizations in imamura 's lively and enjoyable cultural mix . ,1
46878,"though harris is affecting at times , he can not overcome the sense that pumpkin is a mere plot pawn for two directors with far less endearing disabilities . ",0
66067,his sense of story and his juvenile camera movements smack of a film school undergrad ,0
51203,"give a taste of the burning man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity ",1
32612,", you might soon be looking for a sign . ",0
6849,is to see two academy award winning actresses ( and one academy award winning actor ) succumb to appearing in this junk that 's tv sitcom material at best . ,0
748,"and when you 're talking about a slapstick comedy , that 's a pretty big problem . ",0
65875,that made mamet 's `` house of games '' and last fall 's `` heist '' so much fun ,1
14919,does justice both to stevenson and to the sci-fi genre . ,1
29737,a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation ,1
6873,"the cultural and economic subtext , bringing richer meaning to the story 's morals ",1
22001,nothing can detract from the affection of that moral favorite ,1
54826,wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits ,0
34057,'d take ( its ) earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor 's club any time ,1
19171,"the script boasts some tart tv-insider humor , but the film has not a trace of humanity or empathy . ",0
19258,"is faster , livelier and a good deal funnier than his original ",1
30916,"but it could be , by its art and heart , a necessary one . ",1
25001,"any reasonably creative eighth-grader could have written a more credible script , though with the same number of continuity errors . ",0
6644,does manage to make a few points about modern man and his problematic quest for human connection ,1
11718,a movie that is concerned with souls and risk and schemes and the consequences of one 's actions ,1
49139,"a lot like a well-made pb & j sandwich : familiar , fairly uneventful and boasting no real surprises -- but still quite tasty and inviting all the same ",1
1003,nonetheless appreciates the art and reveals a music scene that transcends culture and race . ,1
65981,"why , for instance , good things happen to bad people ",0
8238,it does because ( the leads ) are such a companionable couple ,1
63335,have not been this disappointed by a movie in a long time . ,0
64249,a straight-shooting family film which awards animals the respect they 've rarely been given . ,1
33829,"feels like pieces a bunch of other , better movies slapped together . ",0
54799,"if ever a concept came handed down from the movie gods on a silver platter , this is it . ",1
16302,"costner 's warm-milk persona is just as ill-fitting as shadyac 's perfunctory directing chops , ",0
38653,strained caper movies that 's hardly any fun to watch and begins to vaporize from your memory minutes after it ends ,0
42421,"energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they ",1
9342,mark it takes an abrupt turn into glucose sentimentality and laughable contrivance . ,0
5142,"'s fairly lame , making it par for the course for disney sequels . ",0
41936,", paid in full has clever ways of capturing inner-city life during the reagan years . ",1
60409,not since ghostbusters has a film used manhattan 's architecture in such a gloriously goofy way . ,1
31479,"cacoyannis ' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts . ",0
12919,i think even fans of sandler 's comic taste may find it uninteresting ,0
67237,"has created a provocative , absorbing drama that reveals the curse of a self-hatred instilled by rigid social mores . ",1
36770,'s refreshing that someone understands the need for the bad boy ,1
35922,touch you to the core in a film you will never forget -- that you should never forget ,1
59947,"the film falls short on tension , eloquence , spiritual challenge -- things that have made the original new testament stories so compelling for 20 centuries . ",0
37478,hip-hop rarely comes alive as its own fire-breathing entity in this picture . ,0
30207,", this retooled machine is ultimately effective enough at achieving the modest , crowd-pleasing goals it sets for itself . ",1
41435,manages to string together enough charming moments to work . ,1
36157,an elegant film with often surprising twists and an intermingling of naiveté and sophistication . ,1
56927,think that 's what i liked about it -- the real issues tucked between the silly and crude storyline ,1
48899,the more outre aspects of ` black culture ' and the dorkier aspects ,0
62513,"to recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness ",1
62569,"a genre that has been overexposed , redolent of a thousand cliches , and yet remains uniquely itself , vibrant with originality ",1
47752,"many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , ",0
32071,"growing strange hairs , getting a more mature body , and ",1
48152,"is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience . ",0
15355,a crime movie made by someone who obviously knows nothing about crime ,0
41496,"confusing on one level or another , making ararat far more demanding than it needs to be ",0
25281,maid in manhattan proves that it 's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies . ,0
60042,"this is a movie full of grace and , ultimately , hope ",1
26597,credited to director abdul malik abbott and ernest ` tron ' anderson ,1
20733,might benefit from a helping hand and a friendly kick in the pants ,0
51723,"a colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters . ",1
50356,"better characters , some genuine quirkiness and at least a measure of style ",1
2912,about 90 minutes of a so-called ` comedy ' and not laugh ,0
26065,"cinematic intoxication , a wildly inventive mixture of comedy and melodrama ",1
65995,"felt ; not the craven of ' a nightmare on elm street ' or ` the hills have eyes , ' but the sad schlock merchant of ` deadly friend ",0
3225,"staged like `` rosemary 's baby , '' but is not as well-conceived as either of those films . ",0
53732,'s so crammed with scenes and vistas and pretty moments ,1
51772,throws herself into this dream hispanic role with a teeth-clenching gusto ,1
58147,"has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s . ",0
38143,"begins to resemble the shapeless , grasping actors ' workshop that it is ",0
29153,"pascale bailly 's rom-com provides amélie 's audrey tautou with another fabuleux destin -- i.e. , a banal spiritual quest . ",0
5809,is as blasphemous and nonsensical as a luis buñuel film ,0
45218,"has crafted an engaging fantasy of flavors and emotions , one part romance novel , one part recipe book ",1
66532,of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum ,0
16435,"exalts the marxian dream of honest working folk , with little to show for their labor , living harmoniously , joined in song . ",1
60044,brosnan is more feral in this film than i 've seen him before and halle berry does her best to keep up with him . ,1
47869,"howard and his co-stars all give committed performances , but ",1
35864,"if you 're looking for a smart , nuanced look at de sade and what might have happened at picpus , sade is your film . ",1
10668,"long on the irrelevant as on the engaging , which gradually turns what time ",0
61267,"deadly dull , pointless meditation on losers in a gone-to-seed hotel . ",0
40804,", for those with at least a minimal appreciation of woolf and clarissa dalloway , the hours represents two of those well spent ",1
66647,finds a way to make j.k. rowling 's marvelous series into a deadly bore ,0
8685,"needs some serious re-working to show more of the dilemma , rather than have his characters stage shouting ",0
37226,"takes a potentially trite and overused concept ( aliens come to earth ) and infuses it into a rustic , realistic , and altogether creepy tale of hidden invasion ",1
24625,"-- and at times , all my loved ones more than flirts with kitsch -- the tale commands attention . ",1
689,almost everyone growing up believes their family must look like `` the addams family '' to everyone looking in ,1
31047,'s difficult to tell who the other actors in the movie are ,0
8459,spy action flick with antonio banderas and lucy liu never comes together ,0
22468,"another , most of which involve precocious kids getting the better of obnoxious adults ",0
281,an unorthodox little film noir organized crime story that includes one of the strangest ,1
32525,i have to admit i walked out of runteldat . ,0
28888,"a vivid , spicy footnote to history , and a movie that grips and holds you in rapt attention from ",1
23300,"to the movie 's contrived , lame screenplay and listless direction ",0
28210,a clever script and skilled actors bring new energy to the familiar topic of office politics . ,1
14273,multi-layered and profoundly humanist ( not to mention gently political ) meditation ,1
47338,"goldmember has none of the visual wit of the previous pictures , ",0
11020,"'s also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve ",1
54679,that uses its pulpy core conceit to probe questions of attraction and interdependence ,1
62096,"some of the characters die and others do n't , and the film pretends that those living have learned some sort of lesson ",0
3782,know what it wants to be when it grows up ,1
26849,are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed ,0
16767,"maggie smith as the ya-ya member with the o2-tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment . ",1
16051,"the film feels formulaic , its plot and pacing typical hollywood war-movie stuff , while the performances elicit more of a sense of deja vu than awe . ",0
45802,"while not all that bad of a movie , it 's nowhere near as good as the original . ",0
12242,"clumsy dialogue , heavy-handed phoney-feeling sentiment , and an overly-familiar set ",0
50067,"be funny in a way that 's too loud , too goofy and too short of an attention span ",0
53920,"is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients ",1
13891,a funny yet dark and seedy clash of cultures and generations . ,1
20204,made me want to get made-up and go see this movie with my sisters ,1
10438,grant is n't cary and bullock is n't katherine . ,0
10567,"`` sorority boys '' was funnier , and that movie was pretty bad . ",0
37198,become just another situation romance about a couple of saps stuck in an inarticulate screenplay ,0
63178,"that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep ",1
23997,"i could just feel the screenwriter at every moment ` tap , tap , tap , tap , tapping away ' on this screenplay . ",0
37095,'s both sitcomishly predictable and cloying in its attempts to be poignant . ,0
5739,the first half of gangster no. 1 drips with style ,1
6928,"the proficient , dull sorvino has no light touch , and rodan is out of his league ",0
33424,"it 's nice to see piscopo again after all these years , ",1
17314,"it 's a long way from orwell 's dark , intelligent warning cry ( 1984 ) to the empty stud knockabout of equilibrium , and ",0
53498,and it marks him as one of the most interesting writer/directors working today . ,1
7228,imposter makes a better short story than it does a film ,0
17684,"a gratingly unfunny groaner littered with zero-dimensional , unlikable characters and hackneyed , threadbare comic setups . ",0
25845,"releasing a film with the word ` dog ' in its title in january lends itself to easy jokes and insults , and ",0
35977,she lacks the skill or presence to regain any ground ,0
14430,this loud and thoroughly obnoxious comedy about a pair of squabbling working-class spouses is a deeply unpleasant experience . ,0
52329,"brings together some of the biggest names in japanese anime , with impressive results . ",1
645,"the words , ` frankly , my dear , i do n't give a damn , ' have never been more appropriate . ",0
51896,all too familiar ... basically the sort of cautionary tale that was old when ` angels with dirty faces ' appeared in 1938 . ,0
30928,"as sand 's masculine persona , with its love of life and beauty , takes form ",1
41131,felt trapped and with no obvious escape for the entire 100 minutes . ,0
9120,shoplifts shamelessly from farewell-to-innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence ,0
33396,the film makes up for it with a pleasing verisimilitude . ,1
67276,becomes something about how lame it is to try and evade your responsibilities ,0
38485,"jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour ",1
65421,is something rare and riveting : a wild ride that relies on more than special effects ,1
2257,bad need of major acting lessons and maybe a little coffee ,0
47071,not quite as miraculous as its dreamworks makers would have you believe ,0
53463,assures that the pocket monster movie franchise is nearly ready to keel over ,0
44908,that he has been able to share his story so compellingly with us is a minor miracle ,1
61583,"'s difficult to conceive of anyone who has reached puberty actually finding the characters in slackers or their antics amusing , let alone funny ",0
46453,capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance . ,0
21563,change the fact that what we have here is a load of clams left in the broiling sun for a good three days ,0
44178,"a bizarre piece of work , with premise and dialogue at the level of kids ' television and plot threads as morose as teen pregnancy , rape and suspected murder ",0
17741,nothing funny in this every-joke-has - been-told-a - thousand-times - before movie ,0
29967,probably be one of those movies barely registering a blip on the radar screen of 2002 . ,0
17133,"on its own , big trouble could be considered a funny little film . ",1
1657,"has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy ",1
66829,"it embraces it , energizes it and takes big bloody chomps out of it ",1
48857,"jaw-dropping action sequences , striking villains , a gorgeous color palette , ",1
43212,"an oddity , to be sure , but one that you might wind up remembering with a degree of affection rather than revulsion . ",1
47494,a hollywood satire but winds up as the kind of film that should be the target of something ,0
27355,"really is a shame that more wo n't get an opportunity to embrace small , sweet ` evelyn . ' ",1
37309,", there 's apparently nothing left to work with , sort of like michael jackson 's nose . ",0
51792,it 's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate . ,1
19261,it 's waltzed itself into the art film pantheon . ,1
47531,have captured the chaos of an urban conflagration with such fury ,1
56551,"it 's a spectacular performance - ahem , we hope it 's only acting . ",1
7821,it takes off in totally unexpected directions and keeps on going ,1
5991,"earnest , unsubtle and hollywood-predictable , green dragon is still a deeply moving effort to put a human face on the travail of thousands of vietnamese . ",1
65962,"note that this film , like the similarly ill-timed antitrust , is easily as bad at a fraction the budget ",0
24382,it all comes down to whether you can tolerate leon barlow . ,0
42217,", he 's a charismatic charmer likely to seduce and conquer . ",1
48435,heartening in the same way that each season marks a new start ,1
27234,if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product ,0
48172,i have a new favorite musical -- and i 'm not even a fan of the genre ,1
17026,directed - a powerful drama with enough sardonic wit to keep it from being maudlin ,1
39495,"does n't care about cleverness , wit or any other kind of intelligent humor ",0
26409,"it 's a smart , solid , kinetically-charged spy flick worthy of a couple hours of summertime and a bucket of popcorn . ",1
20616,", pointless meditation on losers in a gone-to-seed hotel . ",0
55855,has its moments -- and almost as many subplots . ,1
60846,"deals with its subject matter in a tasteful , intelligent manner , rather than forcing us to endure every plot contrivance that the cliché-riddled genre can offer . ",1
17650,"scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar . ",1
47351,"more in common with a fireworks display than a movie , which normally is expected to have characters and a storyline ",0
54800,"fake , dishonest , entertaining and , ultimately , more perceptive moment ",0
26967,as a detailed personal portrait and as a rather frightening examination of modern times ,1
23545,all of its assigned marks to take on any life of its own ,0
36793,"feels like very light errol morris , focusing on eccentricity but failing , ultimately , to make something bigger out of its scrapbook of oddballs ",0
26357,is so film-culture referential that the final product is a ghost . ,0
51128,a substantial arc of change that does n't produce any real transformation ,0
45936,like being able to hit on a 15-year old when you 're over 100 . ,0
60157,do n't even bother to rent this on video . ,0
7527,before pulling the plug on the conspirators and averting an american-russian armageddon ,0
34585,been any easier to sit through than this hastily dubbed disaster ,0
41860,"'s a film with an idea buried somewhere inside its fabric , but never clearly seen or felt . ",0
44145,reminds at every turn of elizabeth berkley 's flopping dolphin-gasm ,0
2484,"a mostly believable , refreshingly low-key and quietly inspirational little sports ",1
31441,a powerful sequel and one of the best films of the year ,1
36658,"'s also a -- dare i say it twice -- delightfully charming -- and totally american , i might add -- slice of comedic bliss ",1
21717,"'s as rude and profane as ever , always hilarious and , most of the time , absolutely ",1
51761,"will undoubtedly play well in european markets , where mr. besson is a brand name , and in asia , where ms. shu is an institution ",1
23917,one of those so-so films that could have been much better . ,0
16923,"( dong ) makes a valiant effort to understand everyone 's point of view , ",1
1864,", i would go back and choose to skip it . ",0
731,but what are adults doing in the theater at all ? ,0
32920,goes to absurd lengths to duck the very issues it raises . ,0
30109,"it 's hard to quibble with a flick boasting this many genuine cackles , but ",1
66573,"assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic ",1
12434,"though this rude and crude film does deliver a few gut-busting laughs , its digs at modern society are all things we 've seen before . ",0
64058,i do n't blame eddie murphy but should n't owen wilson know a movie must have a story and a script ? ,0
665,"and if you 're not nearly moved to tears by a couple of scenes , you 've got ice water in your veins . ",1
305,what was once original has been co-opted so frequently that it now seems pedestrian . ,0
7041,"big fat liar is little more than home alone raised to a new , self-deprecating level . ",0
49538,most of the things that made the original men in black such a pleasure are still there . ,1
51208,", the more outrageous bits achieve a shock-you-into-laughter intensity of almost dadaist proportions . ",1
48803,"like they were lifted from terry gilliam 's subconscious , pressed through kafka 's meat grinder and into buñuel 's casings ",1
35859,is laughable in the solemnity with which it tries to pump life into overworked elements from eastwood 's dirty harry period . ,0
14404,there 's so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles . ,1
59382,"i think it was plato who said , ' i think , therefore i know better than to rush to the theater for this one . ",0
25862,how uncompelling the movie is unless it happens to cover your particular area of interest ,0
38019,comes to resemble the kind of soft-core twaddle you 'd expect to see on showtime 's ` red shoe diaries . ' ,0
24283,most viewers will wish there had been more of the `` queen '' and less of the `` damned . '' ,0
18933,"it 's soulful and unslick , and that 's apparently just what ( aniston ) has always needed to grow into a movie career ",1
18310,why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed ,0
28214,a scathing portrayal of a powerful entity strangling the life out ,1
38009,a delightful little film that revels in its own simplicity ,1
33864,to discover that tian 's meticulous talent has not withered during his enforced hiatus ,1
42952,he 's one of the few ` cool ' actors who never seems aware of his own coolness . ,1
55588,'s a day at the beach -- with air conditioning and popcorn . ,1
9272,"'s a testament to the film 's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries . ",1
54813,"'s a smart , solid , kinetically-charged spy flick worthy of a couple hours of summertime and a bucket of popcorn ",1
42762,to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year ,0
9483,meets so many of the challenges it poses for itself that one can forgive the film its flaws ,1
19917,a picture that was n't all that great to begin with ,0
42581,chore to sit through -- despite some first-rate performances by its lead ,0
19485,keep from laughing at the ridiculous dialog or the oh-so convenient plot twists ,0
2472,"allowing us to find the small , human moments , ",1
49337,it 's rare that a movie can be as intelligent as this one is in every regard except its storyline ; ,1
13955,i 'm sure there 's a teenage boy out there somewhere who 's dying for this kind of entertainment . ,0
35294,"there are n't many conclusive answers in the film , but ",0
1255,"a heartbreakingly thoughtful minor classic , the work of a genuine and singular artist . ",1
46061,amy and matthew have a bit of a phony relationship ,0
40815,showtime 's uninspired send-up of tv cop show cliches mostly leaves him shooting blanks ,0
54439,"is ultimately rather silly and overwrought , making the ambiguous ending seem goofy rather than provocative . ",0
13152,"is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness . ",0
16550,special effects that run the gamut from cheesy to cheesier to cheesiest ,0
7889,"where uptight , middle class bores like antonia can feel good about themselves ",0
43865,"a small gem of a movie that defies classification and is as thought-provoking as it is funny , scary and sad . ",1
36448,why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ,0
10652,that the movie has no idea of it is serious ,0
61517,"in such a straightforward , emotionally honest manner that by the end ",1
24850,'s a day at the beach -- with air conditioning and popcorn ,1
16892,god bless crudup and his aversion to taking the easy hollywood road and cashing in on his movie-star ,1
2842,"by its modest , straight-ahead standards , undisputed scores a direct hit . ",1
2619,"for a movie that tries to be smart , it 's kinda dumb . ",0
13036,can easily imagine benigni 's pinocchio becoming a christmas perennial . ,1
58835,"does n't even have potential as a cult film , as it 's too loud to shout insults at the screen ",0
56552,"when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers ",0
879,"schaeffer is n't in this film , which may be why it works as well as it does . ",1
29363,with an obvious rapport with her actors and a striking style behind the camera ,1
